row_id+o6g3a1:r6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub-category,product_name,sales,quantity,profit,payment_mode
7563,US-2019-104815,03-09-2019,07-09-2019,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,0.0,Online
8660,CA-2019-153185,03-09-2019,08-09-2019,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,Cincinnati,Ohio,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.223,Cards
3788,CA-2019-169971,04-09-2019,09-09-2019,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,1.0269,Cards
3789,CA-2019-169971,04-09-2019,09-09-2019,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,7.0173,COD
5331,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,24.9366,Cards
5332,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6,5,20.4525,Online
5333,CA-2019-123120,04-09-2019,08-09-2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,6.5888,Online
5807,CA-2019-149783,04-09-2019,07-09-2019,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,4.1148,Cards
5808,CA-2019-149783,04-09-2019,07-09-2019,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,8.7168,Online
5809,CA-2019-149783,04-09-2019,07-09-2019,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,8.3328,Online
6037,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.614,Online
6039,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,5.1968,Cards
6040,CA-2019-131205,04-09-2019,08-09-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.5344,Cards
9073,CA-2019-142524,04-09-2019,08-09-2019,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,16.56,2,7.7832,Online
9929,CA-2019-129630,04-09-2019,04-09-2019,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,8.7372,Online
141,CA-2019-110366,05-09-2019,07-09-2019,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,10.35,COD
441,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,3.666,Online
442,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,23.3928,Online
443,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,20.5755,COD
444,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,42.0256,Online
445,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,29.1528,Cards
446,CA-2019-115756,05-09-2019,07-09-2019,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7,10.584,Cards
1795,CA-2019-140774,05-09-2019,10-09-2019,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,26.985,Cards
3145,US-2019-148110,05-09-2019,11-09-2019,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,-24.843,Cards
3524,CA-2019-137673,05-09-2019,10-09-2019,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116.0,8,29.0,Cards
3617,CA-2019-154536,05-09-2019,09-09-2019,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,5,-7.3255,Cards
3874,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,7.6284,Cards
3876,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,108.784,2,6.799,Cards
3877,CA-2019-136231,05-09-2019,07-09-2019,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,10.272,3,3.21,COD
4616,CA-2019-144540,05-09-2019,10-09-2019,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,4.266,COD
4945,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184,Online
4946,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,3.942,COD
4947,CA-2019-151372,05-09-2019,06-09-2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,1.7876,Cards
5382,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,5,9.072,Online
5383,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,8,5.3352,Online
5384,CA-2019-149195,05-09-2019,07-09-2019,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.368,2,3.7584,COD
6777,US-2019-152373,05-09-2019,11-09-2019,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",93.456,3,-17.523,Cards
6876,US-2019-121013,05-09-2019,10-09-2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25.06,2,11.7782,Cards
7071,CA-2019-164490,05-09-2019,10-09-2019,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.248,2,3.3524,Cards
7522,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,8.952,2,-7.46,COD
7523,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,6,-6.4944,Cards
7524,CA-2019-162383,05-09-2019,11-09-2019,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.246,2,-1.2178,COD
7550,CA-2019-136595,05-09-2019,07-09-2019,First Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Houston,Texas,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",21.204,3,-11.6622,Online
7591,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",58.248,9,11.6496,Cards
7592,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",71.246,2,-19.3382,COD
7593,CA-2019-158778,05-09-2019,09-09-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000896,Office Supplies,Art,Newell 329,7.872,3,0.5904,Cards
9142,CA-2019-139409,05-09-2019,07-09-2019,First Class,FW-14395,Fred Wasserman,Corporate,United States,New York City,New York,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,12.208,COD
99,CA-2019-149223,06-09-2019,11-09-2019,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,22.5852,Cards
1042,CA-2019-102981,06-09-2019,09-09-2019,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,11.151,Online
2686,CA-2019-133123,06-09-2019,11-09-2019,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,29.985,COD
2687,CA-2019-133123,06-09-2019,11-09-2019,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,-2.4564,Online
4514,CA-2019-145240,06-09-2019,08-09-2019,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.8088,Cards
5352,CA-2019-123932,06-09-2019,12-09-2019,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,4,15.196,COD
5353,CA-2019-123932,06-09-2019,12-09-2019,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2,37.0782,Cards
399,CA-2019-108987,08-09-2019,10-09-2019,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,3.5952,Cards
402,CA-2019-108987,08-09-2019,10-09-2019,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.7198,Online
2027,CA-2019-113516,08-09-2019,10-09-2019,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,11.5584,Cards
2028,CA-2019-113516,08-09-2019,10-09-2019,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,23.4976,COD
2544,US-2019-114174,08-09-2019,14-09-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,3,13.9152,COD
2545,US-2019-114174,08-09-2019,14-09-2019,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,14.76,4,6.9372,Cards
2591,US-2019-115455,08-09-2019,14-09-2019,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",14.136,2,-7.7748,Cards
4393,CA-2019-108868,08-09-2019,12-09-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,6.1572,COD
4394,CA-2019-108868,08-09-2019,12-09-2019,Standard Class,KB-16585,Ken Black,Corporate,United States,Dallas,Texas,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,5,21.7355,Cards
5083,CA-2019-155138,08-09-2019,12-09-2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,8.3524,Online
5084,CA-2019-155138,08-09-2019,12-09-2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,South,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,64.704,3,23.4552,Cards
6834,CA-2019-153101,08-09-2019,08-09-2019,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",146.04,1,-12.7785,COD
7401,CA-2019-110009,08-09-2019,13-09-2019,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,1,14.6642,COD
7402,CA-2019-110009,08-09-2019,13-09-2019,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",30.87,7,14.2002,Online
7464,CA-2019-103709,08-09-2019,15-09-2019,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,West,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,3.72,Cards
7465,CA-2019-103709,08-09-2019,15-09-2019,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,34.24,8,15.408,Online
992,CA-2019-110023,09-09-2019,11-09-2019,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,5.484,Online
2995,CA-2019-112893,09-09-2019,13-09-2019,Second Class,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,West,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4,18.684,Online
3568,CA-2019-137176,09-09-2019,14-09-2019,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Dallas,Texas,Central,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,4,-12.0064,COD
1619,US-2019-118780,10-09-2019,14-09-2019,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,8.922,Cards
1620,US-2019-118780,10-09-2019,14-09-2019,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,3.0774,Online
2206,CA-2019-164350,10-09-2019,12-09-2019,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,8.445,COD
8615,CA-2019-165918,10-09-2019,14-09-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-LA-10003720,Office Supplies,Labels,Avery 487,7.38,2,3.4686,Online
8616,CA-2019-165918,10-09-2019,14-09-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,14.256,3,4.455,Online
8617,CA-2019-165918,10-09-2019,14-09-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,81.98,2,40.1702,COD
8618,CA-2019-165918,10-09-2019,14-09-2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,39.624,3,13.8684,COD
251,CA-2019-145625,11-09-2019,17-09-2019,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.5767,COD
613,CA-2019-121223,11-09-2019,13-09-2019,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,2.64,COD
3594,CA-2019-164154,11-09-2019,17-09-2019,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428,3,-17.9424,COD
3595,CA-2019-164154,11-09-2019,17-09-2019,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52,5,3.752,COD
4641,CA-2019-102162,11-09-2019,16-09-2019,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,1,5.4341,Online
5240,CA-2019-116561,11-09-2019,17-09-2019,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,6.6588,COD
5241,CA-2019-116561,11-09-2019,17-09-2019,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,San Jose,California,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2,12.9584,COD
6109,CA-2019-150007,11-09-2019,16-09-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2,2.1,Online
6110,CA-2019-150007,11-09-2019,16-09-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,-3.2436,Online
7208,CA-2019-143476,11-09-2019,13-09-2019,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2,0.91,COD
7209,CA-2019-143476,11-09-2019,13-09-2019,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,20.736,4,7.2576,Online
7210,CA-2019-143476,11-09-2019,13-09-2019,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),9.568,2,2.99,COD
9973,CA-2019-130225,11-09-2019,17-09-2019,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Houston,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,99.568,2,33.6042,Online
310,CA-2019-142902,12-09-2019,14-09-2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,3.5948,Online
312,CA-2019-142902,12-09-2019,14-09-2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,1.7136,Online
313,CA-2019-142902,12-09-2019,14-09-2019,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3,2.0358,Online
6725,CA-2019-128811,12-09-2019,16-09-2019,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,10.47,3,4.8162,Online
6726,CA-2019-128811,12-09-2019,16-09-2019,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,West,OFF-LA-10003720,Office Supplies,Labels,Avery 487,11.07,3,5.2029,COD
6727,CA-2019-128811,12-09-2019,16-09-2019,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,West,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,20.704,4,7.764,Online
6842,CA-2019-123946,12-09-2019,17-09-2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,20.7,3,1.656,Online
6843,CA-2019-123946,12-09-2019,17-09-2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,South,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,5.2164,Online
6844,CA-2019-123946,12-09-2019,17-09-2019,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,South,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",67.9,5,0.679,COD
7253,CA-2019-152457,12-09-2019,18-09-2019,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Roseville,Michigan,Central,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,31.5192,Online
8770,CA-2019-151148,12-09-2019,13-09-2019,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,West,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,146.952,3,9.1845,Online
8771,CA-2019-151148,12-09-2019,13-09-2019,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",83.136,4,5.196,COD
8807,CA-2019-113082,12-09-2019,16-09-2019,Standard Class,MC-17590,Matt Collister,Corporate,United States,Utica,New York,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,14.5728,Online
7380,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.4074,Online
7381,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,14.4,5,7.056,Online
7382,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",149.95,5,41.986,Online
7383,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,5.07,COD
7384,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,8.4528,Online
7386,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,8.6436,Online
7389,CA-2019-105732,13-09-2019,18-09-2019,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.2997,Online
